"Kod";"Nazwa";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2010..z³.";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2011..z³.";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2012..z³.";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2013..z³.";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2014..z³.";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2015..z³.";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2016..z³.";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2017..z³.";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2018..z³.";"gminy.³¹cznie.z.miastami.na.prawach.powiatu.pozosta³e.dochody...œrodki.na.dofinansowanie.w³asnych.zadañ.pozyskane.z.innych.Ÿróde³...inwestycyjne.2019..z³."
2407083;"WoŸniki (3)";0;0;0;0;1141480,4;556017,88;555,54;0;0;0
2408011;"£aziska Górne (1)";0;0;0;0;0;0;23590,85;0;0;0
2408021;"Miko³ów (1)";0;0;0;0;0;0;0;0;0;0
2408031;"Orzesze (1)";0;11000;4200;0;0;0;0;0;0;0
2408042;"Ornontowice (2)";0;0;0;0;0;0;0;50000;0;0
2408052;"Wyry (2)";0;0;0;0;0;0;0;0;0;0
2409011;"Myszków (1)";4941;0;0;652003,95;114698,02;0;0;0;1748740,4;185098,62
2409023;"Kozieg³owy (3)";1185295,16;71779,15;299393,8;0;25000;5010485,5;0;782715,39;0;186197,16
2409032;"Niegowa (2)";0;448276,48;1040714;0;0;0;0;237036,8;329906,67;0
2409042;"Poraj (2)";578249,17;310769,07;0;0;17653,6;2009932,29;0;0;0;0
2409053;"¯arki (3)";65348,01;3761,55;0;0;0;77765,11;0;0;0;0
2410012;"Gocza³kowice-Zdrój (2)";0;0;0;0;45013,39;25957,73;0;0;0;0
2410022;"Kobiór (2)";0;0;0;0;0;0;0;0;0;0
2410032;"MiedŸna (2)";0;0;553760;0;0;0;25000;132016,45;201994,42;0
2410042;"Paw³owice (2)";558406,69;1076508,33;1501083,45;1072597,17;506324,33;0;683332,57;416152,85;282959,04;0
2410053;"Pszczyna (3)";14421441,44;3964300,64;1183522,77;0;378857,66;9397,52;40000;24409,06;10000;32878,7
2410062;"Suszec (2)";0;0;900526,15;1734940,06;712126;1977593;0;0;0;44900
2411011;"Racibórz (1)";5711293,97;1252596,99;1615618,43;80643,41;6085010,78;944555,45;522061,54;0;0;54151,38
2411022;"Kornowac (2)";977356,41;609592,76;0;0;0;847942,08;10286,8;0;0;749050,06
2411033;"Krzanowice (3)";4676807,32;284519,46;1389645,54;414775,83;14999,46;986648,45;0;0;0;0
2411042;"Krzy¿anowice (2)";1202454,85;50441,34;1761643,36;1733899,86;268795,44;1159986,08;1323761,45;43528,6;2229302,72;560779,77
2411053;"KuŸnia Raciborska (3)";63916,29;2387071,63;1060801,41;0;0;0;0;0;0;0
2411062;"Nêdza (2)";0;0;0;0;0;0;0;0;0;68569,05
2411072;"Pietrowice Wielkie (2)";4404603,25;0;1334501,14;1055906,5;569992,05;2338603,48;39513,09;11170,1;310189,2;62105
2411082;"Rudnik (2)";0;1321744,81;0;114931,43;499759,35;0;174579,24;0;0;0
2412013;"Czerwionka-Leszczyny (3)";0;0;0;0;9480;181921,2;0;0;729915,13;0
2412022;"Gaszowice (2)";0;0;0;0;0;0;0;0;0;13740
2412032;"Jejkowice (2)";103000;407608;631836,37;0;401408;822380;9569,98;0;0;0
2412042;"Lyski (2)";301169,17;2076377,75;767885,57;1245555,9;149203,82;1237673,34;0;0;0;0
2412052;"Œwierklany (2)";0;0;0;0;0;0;0;0;0;0
2413011;"Kalety (1)";0;0;0;0;0;0;457560;474660,1;220984,35;135000
2413021;"Miasteczko Œl¹skie (1)";0;0;0;0;0;0;2e+05;120946,79;0;0
2413031;"Radzionków (1)";0;0;0;0;0;0;0;0;382081,71;656724,52
2413041;"Tarnowskie Góry (1)";0;0;0;0;0;0;0;0;3625520,92;0
2413052;"Krupski M³yn (2)";0;0;0;0;0;0;0;170999,08;0;0
2413062;"O¿arowice (2)";0;1000;502140;325034;179106;0;0;0;0;0
2413072;"Œwierklaniec (2)";0;0;0;0;0;0;0;0;396138,64;0
2413082;"Tworóg (2)";0;0;0;0;0;15144,25;250000;0;0;0
2413092;"Zbros³awice (2)";0;50000;190000;0;0;0;0;0;317901,54;0
2414011;"Bieruñ (1)";0;0;534201;0;0;9e+05;0;0;0;0
2414021;"Imielin (1)";0;0;0;0;0;0;0;0;0;0
2414031;"Lêdziny (1)";169079,21;0;0;0;0;0;0;0;0;0
2414042;"Bojszowy (2)";0;0;0;0;0;0;0;0;0;0
2414052;"Che³m Œl¹ski (2)";0;0;0;0;0;1591975,03;0;0;0;0
2415011;"Pszów (1)";0;1e+05;0;0;0;0;0;0;0;0
2415021;"Radlin (1)";0;0;0;0;0;0;0;0;0;0
2415031;"Rydu³towy (1)";0;0;408678;0;0;0;0;0;0;0
2415041;"Wodzis³aw Œl¹ski (1)";0;0;0;0;0;0;0;0;0;0
2415052;"Godów (2)";254650,82;162717;1510190,13;0;0;195000;0;0;0;0
2415062;"Gorzyce (2)";1111371,07;4877106,54;1388725,06;0;0;0;0;3e+05;0;0
2415072;"Lubomia (2)";457113,84;2315387,31;0;392265,2;0;1055524,72;0;25000;0;0
2415082;"Marklowice (2)";0;0;0;0;0;0;0;0;0;0
2415092;"Mszana (2)";0;113697;262518,18;0;334285;74584;0;20376,68;0;0
2416011;"Porêba (1)";12361,65;0;0;182771;0;0;0;0;0;232385,57
2416021;"Zawiercie (1)";0;0;0;2038853;1452721,17;394033,19;1040;67650;2453231,27;1111847,39
2416032;"Irz¹dze (2)";521000;0;0;10000;0;0;0;0;0;154720,59
2416042;"Kroczyce (2)";2106821,77;2331461,81;1280582,28;563083,49;0;200;0;900;0;0
2416053;"£azy (3)";0;0;0;0;0;0;0;0;0;626267,15
2416063;"Ogrodzieniec (3)";0;43280;0;0;0;0;0;0;143315,74;246395,89
2416073;"Pilica (3)";2316048,93;1689434,19;3970362,63;469918,5;804152,31;5642804,73;3780784,33;377287,09;4374152,74;4050321,49
2416083;"Szczekociny (3)";10100;2242017,89;0;0;0;0;0;0;0;317548,71
2416092;"W³odowice (2)";331503,46;0;0;0;0;0;0;328052,77;0;0
2416102;"¯arnowiec (2)";363056,35;144159;2563846,91;4364536,46;2232982,7;96204;0;150828,81;0;0
2417011;"¯ywiec (1)";11832570,18;2589166,94;2620009,97;9034271,1;7166130,21;985604,64;249150,4;9941200,37;3431451,11;274540
2417022;"Czernichów (2)";0;0;0;0;0;0;0;0;0;0
2417032;"Gilowice (2)";48399,84;523041,11;0;157439;413296,59;0;0;0;0;0
2417042;"Jeleœnia (2)";145000;0;0;0;0;42248,88;6523,16;3690;47040;0
2417052;"Koszarawa (2)";734145,75;475634,61;764966,42;221333,9;0;0;0;0;0;0
2417062;"Lipowa (2)";740313,92;0;343435,34;2174714,4;0;0;0;88791,92;89513,91;0
2417072;"£êkawica (2)";3949755,35;3620507,33;2345001,72;908192,3;1289280,38;2166120;0;0;1731416,61;0
2417082;"£odygowice (2)";2e+05;678274,08;1013465;0;0;2945740;0;5000;0;0
2417092;"Milówka (2)";656928,44;1615308,9;2286556,07;1250959,09;1386348,23;2403768,81;0;156516,33;1127643,49;863182,73
2417102;"Radziechowy-Wieprz (2)";60000;0;409198,35;24545,58;32959,08;32700;0;0;0;0
2417112;"Rajcza (2)";697271;0;8659;69114,32;30000;47500;0;0;0;0
2417122;"Œlemieñ (2)";0;0;413182,36;129990,19;0;0;0;0;121380,87;0
2417132;"Œwinna (2)";1629133,53;1307830,36;3999062;0;0;0;0;0;0;0
2417142;"Ujso³y (2)";1078524,09;1878819,2;1554855,17;3693960,54;1442653,09;985100,06;203816,27;95926,21;825626,8;999298,31
2417152;"Wêgierska Górka (2)";1700000;1577613,01;2815364,18;1415990,77;1086547,1;1910686,45;0;204057;3531,72;187791,09
2461011;"Bielsko-Bia³a (1)";52425891,49;30000;883944,78;73462,54;0;0;0;0;0;1113955
2462011;"Bytom (1)";46570162,37;20775549,88;20801310,35;16546215,06;3707290,49;0;0;0;0;0
2463011;"Chorzów (1)";0;0;472889,71;0;769812,12;0;0;0;2178329,73;0
2464011;"Czêstochowa (1)";1541453,95;0;0;284552,84;0;98400;550000;1380180,46;1e+05;5682940,93
2465011;"D¹browa Górnicza (1)";6001,02;0;0;1100000;664653,94;0;594311,47;681186,63;390000;0
2466011;"Gliwice (1)";1999887,59;155826,17;0;2000;1e+06;0;1040389,6;869285,63;869084,99;4406141,21
2467011;"Jastrzêbie-Zdrój (1)";1700000;-278838,16;0;2e+05;0;156000;213263;0;0;0
2468011;"Jaworzno (1)";3047064,37;0;0;0;0;0;0;0;0;0
2469011;"Katowice (1)";0;0;0;0;0;0;0;1171391,48;2128850,02;415012
2470011;"Mys³owice (1)";0;0;0;0;0;0;0;0;0;0
2471011;"Piekary Œl¹skie (1)";2298373,13;0;0;0;0;0;0;0;0;0
2472011;"Ruda Œl¹ska (1)";10880338,91;0;0;0;9188432,99;2622135,57;0;0;0;0
2473011;"Rybnik (1)";0;28468729,86;0;0;0;20590295,83;0;0;165500;0
2474011;"Siemianowice Œl¹skie (1)";0;0;0;0;0;0;0;0;67710,62;212036,29
2475011;"Sosnowiec (1)";328767,59;0;5460463;0;683349,9;0;0;1280359,57;0;1258300
2476011;"Œwiêtoch³owice (1)";0;0;0;0;0;0;0;0;0;0
2477011;"Tychy (1)";50532830,96;39732598,76;24657817,47;3174481,96;773867,15;83946;1276879,93;632273,96;3226000;428137
2478011;"Zabrze (1)";29296031,98;146199,99;67591916,34;48033863,06;40908834,46;8375165,04;2944208,19;0;82503,64;44600
2479011;"¯ory (1)";59871692,7;7500716,82;4201738,82;166981,58;0;397164,78;9e+05;445000;5e+05;424445,41
2601013;"Busko-Zdrój (3)";1299939,88;335534,37;834535,81;14710,76;12709,92;2566,04;533,01;0;0;0
2601022;"Gnojno (2)";0;0;0;0;1564150,88;1273333,48;259263,33;1072398,72;61729;3891807,99
2601032;"Nowy Korczyn (2)";600;0;0;209918,31;227970,72;73411,7;2032,5;0;0;
2601033;"Nowy Korczyn (3)";;;;;;;;;;0
2601042;"Pacanów (2)";0;0;7803,4;0;0;0;0;0;0;
2601043;"Pacanów (3)";;;;;;;;;;0
2601052;"Solec-Zdrój (2)";0;0;0;0;0;0;0;0;0;0
2601062;"Stopnica (2)";3295880,21;0;0;0;0;;;;;
2601063;"Stopnica (3)";;;;;;0;0;0;0;0
2601072;"Tuczêpy (2)";1245589,61;0;0;0;0;0;0;0;0;0
2601082;"Wiœlica (2)";71790;186860;187489;0;0;0;0;0;;
2601083;"Wiœlica (3)";;;;;;;;;0;0
2602012;"Imielno (2)";184536,75;273109;582891,99;430097,19;209668,28;0;0;92345,94;284881,75;110101,79
2602023;"Jêdrzejów (3)";0;0;0;0;0;0;0;0;0;0
2602033;"Ma³ogoszcz (3)";0;0;0;0;0;0;0;0;0;0
2602042;"Nag³owice (2)";20700;2000;0;0;0;0;0;38398,46;159262,44;0
2602052;"Oksa (2)";1257696,9;499869,41;0;0;0;40000;0;0;92000;0
2602063;"Sêdziszów (3)";0;0;0;0;0;0;0;103900;0;0
2602072;"S³upia (2)";10000;3000;331816,02;4560;0;0;0;0;0;0
2602082;"Sobków (2)";18120;5383,67;9617;0;0;0;0;0;0;0
2602092;"Wodzis³aw (2)";524211,37;33222,54;45687;79397,95;45000;0;0;0;60097;221070,59
2603012;"Bejsce (2)";847280,01;0;0;0;0;0;0;0;0;0
2603022;"Czarnocin (2)";327591;0;0;1000;274768,53;10325,21;-1565,33;0;0;0
2603033;"Kazimierza Wielka (3)";7993881,74;832565,37;3068750,16;4037571,05;388095,59;2973808,77;20714,49;0;0;0
2603042;"Opatowiec (2)";0;0;1274946,46;0;194554,21;0;0;476603;0;
2603043;"Opatowiec (3)";;;;;;;;;;0
2603053;"Skalbmierz (3)";1707652,47;1210565;722445,57;139242;218201,58;0;0;0;0;0
2604012;"Bieliny (2)";2062560;737067;22030,48;2682,91;7991,87;21426,05;4390,25;145845,17;1651,86;-2851,86
2604023;"Bodzentyn (3)";512812,86;45675;63462,83;10431,11;38591,8;26974,2;700;0;0;0
2604033;"Chêciny (3)";0;0;0;0;0;0;0;0;0;0
2604043;"Chmielnik (3)";0;840000;0;0;0;0;0;0;0;1271352,93
2604053;"Daleszyce (3)";4872101,66;4920291,69;0;0;0;0;0;0;0;0
2604062;"Górno (2)";0;0;0;0;0;0;0;0;0;1567375,94
2604072;"£agów (2)";135660,76;1920;3950;16000;359732,13;59996,52;81,7;228,8;;
2604073;"£agów (3)";;;;;;;;;128271,2;1050101,05
2604082;"£opuszno (2)";685895,62;863774,47;0;0;0;0;95500;185816;8780,48;1816676,23
2604092;"Mas³ów (2)";50068,58;497490,45;16788,6;0;12000;0;63710,12;0;7500;0
2604102;"Miedziana Góra (2)";14979,59;8800;0;0;0;83059,14;8034,96;8000;0;23000
2604112;"Mniów (2)";0;0;0;0;0;0;0;0;0;0
2604122;"Morawica (2)";151584,87;179150;96849,8;62800;126620;103487,01;199731,72;;;
2604123;"Morawica (3)";;;;;;;;367395,75;385345,55;2403402,59
2604132;"Nowa S³upia (2)";0;0;0;0;0;0;0;0;0;
2604133;"Nowa S³upia (3)";;;;;;;;;;0
2604142;"Piekoszów (2)";1114622,35;5141606,33;920861,19;863806,95;0;0;0;0;0;633132,84
2604152;"Pierzchnica (2)";0;12000;1676319;689875;776538,19;1174460;0;0;0;
2604153;"Pierzchnica (3)";;;;;;;;;;0
2604162;"Raków (2)";346937,33;3776119,99;181109,85;34406;230262,96;148036,39;2202;57511,07;189911;0
2604172;"Sitkówka-Nowiny (2)";0;0;2512180,42;8700;0;0;0;0;6028;0
2604182;"Strawczyn (2)";2467877;1646123,97;707432,5;10210;2200;0;0;0;0;0
2604192;"Zagnañsk (2)";902623,69;988100;482830,5;436270;0;86723;14280,08;80500,08;86769,5;36292,26
2605012;"Fa³ków (2)";0;0;0;0;0;0;0;0;0;0
2605022;"Gowarczów (2)";0;0;0;4e+05;0;0;0;0;0;0
2605033;"Koñskie (3)";0;0;0;0;0;0;40000;0;10000;0
2605042;"Radoszyce (2)";493032;246608;0;0;0;0;0;0;;
2605043;"Radoszyce (3)";;;;;;;;;0;89846,89
2605052;"Ruda Maleniecka (2)";0;0;0;0;0;0;0;0;0;0
2605062;"S³upia Konecka (2)";0;55800;1200;23800;0;100251,07;0;0;0;189923,26
2605072;"Smyków (2)";174496,6;0;0;0;0;0;0;0;0;0
2605083;"St¹porków (3)";0;1990988,25;17961,13;0;0;0;0;0;0;0
2606012;"Baækowice (2)";186000;88500;0;0;0;0;0;0;0;0
2606022;"Iwaniska (2)";3328491,63;1316571;0;0;0;0;0;0;0;0
2606032;"Lipnik (2)";20000;0;0;0;0;0;0;0;0;0
2606043;"Opatów (3)";0;21000;84816,63;59677,62;75060,86;23170,5;6504;0;0;0
2606053;"O¿arów (3)";0;0;0;0;0;0;0;0;0;0
2606062;"Sadowie (2)";368852,46;0;0;0;0;0;0;0;0;0
2606072;"Tar³ów (2)";27060;827872,47;1794736,96;248017,91;46193,55;1219147,5;0;0;0;0
2606082;"Wojciechowice (2)";324456;434241,46;708528,26;0;77117,58;610499,1;0;0;0;3781,74
2607011;"Ostrowiec Œwiêtokrzyski (1)";11373504,53;5040809,23;511293;60536;0;1157719;268939,56;0;0;0
2607022;"Ba³tów (2)";398660;1217244,83;831261,65;1225;0;0;0;0;0;0
2607032;"Bodzechów (2)";333601;523378;12292;985042,65;271510,97;1470834,93;108603,47;31133,64;5161,71;1836,21
2607043;"Æmielów (3)";0;0;5000;6000;6000;0;0;0;0;0
2607053;"Kunów (3)";0;0;0;0;0;1e+05;1e+05;1e+05;0;0
2607062;"Waœniów (2)";40467;88814;480828;300250;298500;8300;385569,21;249389,77;7195,11;430120,84
2608013;"Dzia³oszyce (3)";1637224,82;3780802,29;1359127,82;0;19543,33;4200;7000;110100;0;0
2608022;"Kije (2)";0;0;0;0;0;427632,31;530504,76;0;0;0
2608032;"Micha³ów (2)";54995,91;20000;5000;0;0;0;0;0;0;0
2608043;"Piñczów (3)";307436;257388,31;72640,81;54678,29;25750;2730;0;0;0;0
2608052;"Z³ota (2)";231597;17655,8;78972;2336;0;0;0;0;0;0
2609011;"Sandomierz (1)";0;0;0;0;0;0;5000;0;0;0
2609022;"Dwikozy (2)";1770094,3;2615988,5;1943457,82;348767,28;187827,14;221330,03;526126,72;14328,19;0;6000
2609032;"Klimontów (2)";2600;150;-2800;2050;0;482;1481,36;0;0;1190,37
2609043;"Koprzywnica (3)";631890,5;926820,5;124926;122254,12;0;0;0;0;0;0
2609052;"£oniów (2)";339142;1488163;0;0;0;0;0;0;0;0
2609062;"Obrazów (2)";0;0;0;0;0;0;0;0;0;0
2609072;"Samborzec (2)";445713;0;0;0;113132,28;0;0;0;0;0
2609082;"Wilczyce (2)";0;0;0;0;0;0;0;0;0;0
2609093;"Zawichost (3)";0;69074,32;0;0;0;0;0;0;0;0
2610011;"Skar¿ysko-Kamienna (1)";11512225,98;8465485,67;11300517,26;0;0;0;0;0;0;1777806,77
2610022;"Bli¿yn (2)";2731300,26;9806,83;94800;24480;65922,66;4000;3138;0;0;2866
2610032;"£¹czna (2)";2130487,67;0;0;0;0;0;0;0;0;0
2610042;"Skar¿ysko Koœcielne (2)";281641;0;0;0;0;0;6250;4500;0;1e+05
2610053;"Suchedniów (3)";0;0;0;0;0;0;0;152000;0;0
2611011;"Starachowice (1)";0;0;0;0;0;89511,06;64974,63;90701,45;165980,06;419336,53
2611022;"Brody (2)";101671,99;6150;0;66194,02;0;0;0;0;0;0
2611032;"Mirzec (2)";0;0;0;0;70000;0;1500;0;645030,88;65000
2611042;"Paw³ów (2)";70916,4;2564190;0;0;74871;0;0;171229,2;1371044,33;0
2611053;"W¹chock (3)";0;0;0;0;0;0;0;0;0;0
2612012;"Bogoria (2)";4409481,46;0;0;0;0;142738,5;51647;4221;0;0
2612022;"£ubnice (2)";0;1858145,06;379265;15000;0;0;0;0;0;0
2612032;"Oleœnica (2)";395768;0;5e+05;0;0;0;0;0;0;
2612033;"Oleœnica (3)";;;;;;;;;;0
2612043;"Osiek (3)";2815030,92;370096,08;452490,82;1049194,17;359164,48;134509,69;0;0;0;0
2612053;"Po³aniec (3)";7027692,3;4030108,07;12532989,04;2920560,26;2885454,09;5525877,34;1767457,67;0;2683001,3;2308484,46
2612062;"Rytwiany (2)";6393384,23;584543,99;604713,18;384654,62;1670664,87;80978,77;0;0;215599,08;262624
2612073;"Staszów (3)";87658,9;0;0;0;118915,76;0;0;0;66868,34;2228854,91
2612082;"Szyd³ów (2)";183219;0;0;0;0;0;0;0;0;
2612083;"Szyd³ów (3)";;;;;;;;;;0
2613012;"Kluczewsko (2)";0;0;0;0;0;0;0;0;0;535566,13
2613022;"Krasocin (2)";5829695,65;0;0;0;0;0;0;0;0;0
2613032;"Moskorzew (2)";1435357,46;0;0;0;0;0;0;0;50000;0
2613042;"Radków (2)";141773,1;0;15000;0;0;0;0;0;0;310194,23
2613052;"Secemin (2)";0;0;0;0;0;0;0;0;0;0
2613063;"W³oszczowa (3)";0;1123424;1637590;0;0;0;0;0;0;0
2661011;"Kielce (1)";2200000;9002146,45;2463635,74;391206;614116;701344,89;1136255,17;2329011,76;8562396,58;5639366,98
2801011;"Bartoszyce (1)";6628475,03;3033923,05;3752013,48;567383,32;0;0;0;985300,4;0;0
2801021;"Górowo I³aweckie (1)";0;0;0;0;70000;0;0;0;0;0
2801032;"Bartoszyce (2)";282620,64;882564,23;33299;2035729;2232976;1397960,42;0;5e+05;0;0
2801043;"Bisztynek (3)";7805352,02;1695436,39;2390191,31;133504,04;1032979,94;2141700,35;0;9590;2288277,16;1226976,54
2801052;"Górowo I³aweckie (2)";658529;0;0;49200;591771,47;0;239492,35;599979,6;0;166047,16
2801063;"Sêpopol (3)";0;0;495000;0;0;31774,87;781227,18;1975200,28;299257,55;1409982,56
2802011;"Braniewo (1)";1234,5;0;0;0;5000;0;0;0;0;0
2802022;"Braniewo (2)";0;3348727,33;450536,91;328246,44;0;0;0;56441;0;0
2802033;"Frombork (3)";0;0;0;0;157955;0;0;401070;0;0
2802042;"Lelkowo (2)";0;1403509,16;461330;123920;0;0;0;0;0;0
2802053;"Pieniê¿no (3)";0;0;0;0;0;0;0;0;0;0
2802062;"P³oskinia (2)";0;0;0;0;0;0;0;4e+05;0;0
2802072;"Wilczêta (2)";33763;1182814,79;991792,11;356428;0;1884236;0;380000;0;129702,58
2803011;"Dzia³dowo (1)";0;0;0;48000;0;0;0;0;0;0
2803022;"Dzia³dowo (2)";788621;700211,97;1119722;463709,68;1229485,14;4038659,84;579938,74;11333,69;1345,51;0
2803032;"I³owo-Osada (2)";1726067,37;438586;0;0;0;0;0;0;0;0
2803043;"Lidzbark (3)";744849,05;520000;212096,52;553086;437822;95541;1412292,95;1236303,18;0;0
2803052;"P³oœnica (2)";559244;0;2010381,73;2346123;289417;224650,12;0;0;0;0
2803062;"Rybno (2)";1359418,13;765489,16;27237,04;3143507;1234018;798650,11;412444,05;984364,43;2792244,53;5254234,65
2804012;"Elbl¹g (2)";0;11300;112810,98;4416,23;0;0;9000;0;0;0
2804022;"Godkowo (2)";0;1968871;0;0;0;0;0;0;0;0
2804032;"Gronowo Elbl¹skie (2)";0;0;0;0;0;0;0;0;0;0
2804042;"Markusy (2)";90000;1038436,22;371954,53;0;82935;141151;0;0;0;0
2804052;"Milejewo (2)";1e+05;0;78556,16;0;0;0;0;0;0;23625,79
2804063;"M³ynary (3)";410073;458587;358362,17;651595;1182740,74;137531,36;0;0;40000;252355,29
2804073;"Pas³êk (3)";4209770,13;2746908,43;6406268,31;1785256,14;0;2646238,75;2688979,19;290000;1245041,84;31290,41
2804082;"Rychliki (2)";0;0;0;0;515573,27;232500;189171,87;617354,02;894141,04;91297,98
2804093;"Tolkmicko (3)";6399;882164,87;2951367,4;849402,68;2816303,44;111018;35000;0;0;8413,2
2805011;"E³k (1)";8383233,67;12784679,53;12761850,5;5542019,31;6483196,78;4464704,62;6388330,34;10005045,49;23782173,77;18674642,2
2805022;"E³k (2)";311940,86;50200;0;0;273141,1;0;47042,1;0;133600;1374451,17
2805032;"Kalinowo (2)";377578;4022143;655063;825799,76;147421;0;0;0;0;0
2805042;"Prostki (2)";0;2503643,91;687816,77;4739154,75;225086,26;962617,16;0;281035,13;0;0
2805052;"Stare Juchy (2)";2e+05;2503835,92;6431581,62;25000;0;0;0;0;0;0
2806011;"Gi¿ycko (1)";4753985,55;0;0;0;0;0;0;0;0;0
2806042;"Gi¿ycko (2)";231520;2885359,5;1610971,61;14000;1094304,49;1146997;137564;51000;168000;0
2806052;"Kruklanki (2)";200492,28;5e+05;46289;640437,27;155884,32;0;0;0;0;0
2806062;"Mi³ki (2)";0;186750;364296;0;1189466,69;117159,77;87120,13;184255;2169186,47;352611,88
2806083;"Ryn (3)";0;0;0;0;0;0;0;0;0;0
2806102;"Wydminy (2)";1106271,29;2593143,31;745855;379369,35;1672755,64;376967;41837,7;10000;0;0
2807011;"I³awa (1)";0;0;0;0;0;0;402815,89;172635,38;0;627326,76
2807021;"Lubawa (1)";1188322,46;3097450,72;49324,5;266512,02;3958262,91;1042536,74;0;4e+05;7e+05;0
2807032;"I³awa (2)";3892848,68;763976,91;607325,7;0;1000;0;13400;15000;45000;384627,3
2807043;"Kisielice (3)";20718,81;0;84856,06;0;0;0;0;0;0;0
2807052;"Lubawa (2)";0;7650;422767;0;0;0;0;90000;0;60000
2807063;"Susz (3)";386119;2336704,87;1395630,99;413177;2026059,59;131148,3;0;33382,9;414770,24;0
2807073;"Zalewo (3)";0;87663,38;0;0;0;0;0;0;1269726,07;0
2808011;"Kêtrzyn (1)";5140267,9;398139,52;0;16934,59;523603,76;493974,52;2466882,93;946357,46;254878,89;341057
2808022;"Barciany (2)";0;897959;1573013,44;1416431,61;3239150;2232709,85;389989,04;845280,85;0;0
2808032;"Kêtrzyn (2)";395897,5;1037239,84;2805263,16;2226926,64;1001183,11;237251,52;382799,18;907829,51;87385;1791474,88
2808043;"Korsze (3)";3e+05;0;0;207000;0;0;0;0;0;0
2808053;"Reszel (3)";0;0;0;0;0;700;0;0;0;0
2808062;"Srokowo (2)";0;0;0;0;0;0;0;0;0;0
2809011;"Lidzbark Warmiñski (1)";6493446,81;9558068,09;4841643,1;7155164,89;3530604,27;7759887,07;0;397175,8;0;402965
2809022;"Kiwity (2)";156000;164159;484051;0;620474,76;58278,2;0;453419;1508017;0
2809032;"Lidzbark Warmiñski (2)";0;573692,76;3497192,53;507345,95;514955,68;172370,95;3830;850,49;1028765,3;1259312,36
2809042;"Lubomino (2)";0;0;0;0;0;0;0;0;0;0
2809053;"Orneta (3)";366999,62;1497838,86;2688515,81;5524866,68;2810099,59;1484175;28414,52;925821,71;0;0
2810011;"Mr¹gowo (1)";0;0;0;0;0;0;0;0;1199387,05;1108191,91
2810023;"Miko³ajki (3)";12162976,51;4358628,51;2975382,06;1330345,92;1911250,17;2966969,21;1068675,02;5214251;705997,24;5790718,1
2810032;"Mr¹gowo (2)";288216,63;590842,43;1211012,81;3188433,15;45877,86;1460000;0;0;0;0
2810042;"Piecki (2)";535165,99;0;0;0;98200;0;0;0;0;0
2810052;"Sorkwity (2)";177525;1180489;0;0;0;0;0;0;0;0
2811012;"Janowiec Koœcielny (2)";0;0;0;0;0;0;0;0;0;13345,5
2811022;"Janowo (2)";4780;13839;4256;1680;0;440;60;0;0;0
2811032;"Koz³owo (2)";699427;1831475;708180;0;0;0;0;0;0;0
2811043;"Nidzica (3)";0;0;0;0;0;0;0;157995,91;0;0
2812011;"Nowe Miasto Lubawskie (1)";0;0;1e+05;0;0;184319,85;488829;0;536677,78;0
2812022;"Biskupiec (2)";723755,51;3885834,3;1079035,13;618604,08;474320,8;349929,69;19024,22;415489,38;561011,12;1164960,74
2812032;"Grodziczno (2)";508000;886690,76;1708914,59;0;0;30000;0;0;16000;150110
2812042;"Kurzêtnik (2)";470215;2302784,47;90996,19;6260,17;140000;240243,75;0;0;0;0
2812052;"Nowe Miasto Lubawskie (2)";385667,48;0;0;0;0;0;0;0;0;0
2813032;"Kowale Oleckie (2)";0;59100;167176,45;0;0;25794,62;17951,6;0;0;0
2813043;"Olecko (3)";0;0;13209,06;0;0;0;0;0;0;0
2813052;"Œwiêtajno (2)";0;0;183710,76;0;0;0;0;0;0;0
